NAME	TITLE	SCORE	
CARD9		2.5480218	
TET3		2.547821	
C1orf159		2.5477374	
PHYKPL		2.5474324	
FKTN		2.5441818	
FBXO41		2.5400207	
ENOSF1		2.5388434	
PLA2G4B		2.5349844	
CC2D1B		2.533644	
D2HGDH		2.5334759	
ASNS		2.5307744	
LOC151475		2.5307298	
TAOK2		2.5303855	
C11orf24		2.5302331	
PARVG		2.5275452	
SSR4		2.5218072	
MTG1		2.5168192	
KRBA1		2.510381	
PIK3CD		2.5092041	
DDX39B		2.508569	
PARP10		2.5075684	
NOV		2.5037856	
ZNF32		2.499025	
EIF4G3		2.49747	
C8orf76		2.4904387	
TMEM260		2.4894476	
YIPF1		2.488423	
CPT1B		2.4871829	
UBA7		2.4850035	
PPP1R12C		2.4832435	
REEP5		2.4818149	
SLC30A7		2.481164	
NAPEPLD		2.4766135	
ZNF202		2.4754195	
GTF2H5		2.4730294	
SLC38A10		2.4716265	
ZNF862		2.4704342	
SECISBP2		2.4701483	
SENP5		2.4673874	
AANAT		2.462936	
ELMOD3		2.4593105	
DVL3		2.4570813	
ITGB5		2.4545836	
NUPL2		2.4520192	
ERAL1		2.449198	
OAS2		2.4464862	
MYO19		2.4448135	
TNFRSF13C		2.444288	
NCBP3		2.4420927	
LZTR1		2.438797	
CALML4		2.4377306	
ZNF124		2.4368243	
USP46		2.436709	
KIAA1468		2.4364903	
TRAP1		2.4348078	
SCO2		2.434741	
DANCR		2.4328656	
MYO15B		2.4293697	
ZNF629		2.4255097	
TRPV1		2.4245203	
TNRC18		2.4227953	
LEMD2		2.4223413	
DDX56		2.4202716	
MKNK1-AS1		2.4193265	
ZC3H12D		2.4176981	
CAPN15		2.415305	
ANK1		2.410547	
EMID1		2.4104989	
ZSCAN26		2.4073951	
TP73-AS1		2.4034119	
ITGAM		2.3989384	
MYH11		2.3985536	
PSME2		2.396824	
ZNF354B		2.3939178	
ZSCAN9		2.3934066	
ACAA1		2.3887577	
MCTS1		2.386317	
SLC22A18		2.3860846	
EID1		2.3855135	
DPY19L3		2.3837724	
ZBTB48		2.3825183	
NFATC2IP		2.3817606	
KANSL3		2.378671	
DCHS1		2.376835	
LMO2		2.3735464	
IFFO1		2.3735025	
TP53INP1		2.3732314	
AMY2B		2.3689582	
C21orf2		2.367831	
PLCXD3		2.3662422	
MRVI1		2.3601074	
RPS10-NUDT3		2.3541803	
ALDH16A1		2.347649	
DNAJC16		2.3446124	
TAF6L		2.3382747	
CFB		2.3325129	
ZNF117		2.3276272	
ORAOV1		2.327329	
TYK2		2.326541	
JRK		2.326187	
ARGLU1		2.3222296	
ARHGEF19		2.3202665	
PPIL2		2.316618	
FBXO46		2.3153317	
NSUN5		2.3142738	
RBM19		2.313062	
ERMARD		2.3052733	
ZNF714		2.294356	
ASCC2		2.287999	
C9orf142		2.2850378	
SMA5		2.2842414	
ACP2		2.2814112	
C7orf25		2.2799714	
HARS2		2.279306	
FAM200B		2.2788684	
PSMD5-AS1		2.277176	
DTX3L		2.2732568	
PIDD1		2.2700033	
GOLGA8N		2.2688832	
PPM1F		2.268306	
CPSF7		2.26774	
GUSBP11		2.2675292	
PMPCA		2.265475	
GPS1		2.2653127	
APPL2		2.2594073	
ZNF271P		2.256023	
ZNF789		2.253525	
BET1		2.2525413	
TMEM106A		2.2493222	
CCDC120		2.2472866	
FCGBP		2.2470076	
SH2D3C		2.243158	
QTRT1		2.2427046	
GOLGA8H		2.2426279	
PAQR7		2.2413726	
DYNLT1		2.2370896	
ZNF546		2.2359993	
OSBPL7		2.2322853	
ZNF692		2.2307906	
SIN3B		2.229594	
SFXN5		2.2279322	
ZFAND2B		2.2255843	
UPF3A		2.2225423	
TNFAIP8L2		2.2205966	
IKBKE		2.2144783	
TELO2		2.210682	
DUS1L		2.2098582	
SUGP1		2.2083435	
ZNF776		2.2011282	
ABHD11		2.199053	
COG4		2.1942534	
TMEM129		2.1942158	
TRMT1		2.1936717	
GIT2		2.1904595	
GMIP		2.1898513	
HEATR3		2.1879277	
NDUFS2		2.1828215	
C9orf114		2.1822262	
S100A12		2.1816974	
ERC2		2.1815195	
KMT2D		2.177328	
RABGGTA		2.1763263	
PRMT2		2.17595	
FBXO22		2.1721058	
COA5		2.1703863	
AP3D1		2.169641	
MTMR9LP		2.167972	
CXXC1		2.1645818	
OSTF1		2.1632025	
SLC2A5		2.1630793	
PCED1A		2.1623492	
ZNF480		2.161187	
ANKRD13A		2.1602175	
SH3GLB2		2.1592512	
MOGS		2.1582308	
ARMCX2		2.1577137	
BRICD5		2.156797	
SMO		2.155562	
ZMIZ2		2.1539733	
TOM1L2		2.152048	
LAIR1		2.1514592	
MAP4K1		2.151383	
SUFU		2.1512728	
STMN3		2.1440396	
GCA		2.1438155	
STAG3L1		2.1429377	
ZNF512		2.142723	
FOXRED1		2.1365967	
ALOX5AP		2.135299	
STAM2		2.1344125	
NLRC4		2.1323795	
RUBCN		2.1285903	
ADCK1		2.1276038	
AHSA2		2.125292	
SETD4		2.1233997	
TIA1		2.12314	
FAN1		2.1203449	
ANAPC2		2.1194236	
ZNF738		2.118086	
ING5		2.1164844	
BRD8		2.1151655	
NEK3		2.1106043	
MS4A7		2.1102104	
DIP2A		2.1100662	
PFDN6		2.1090698	
RASGRP2		2.1083002	
TBCA		2.1067178	
ARHGEF1		2.104862	
FAM127B		2.104043	
BTRC		2.0999882	
LINC01089		2.0985105	
MICAL2		2.0968893	
NEB		2.0949662	
UNKL		2.0941668	
SRSF4		2.092279	
ZNF652		2.0916042	
C5orf15		2.0908792	
RGL3		2.0901709	
FKBP2		2.0879042	
GIGYF1		2.083206	
KIAA0907		2.0826833	
C1QTNF3		2.081327	
SIPA1		2.0746982	
LINC01011		2.0744925	
TMEM63A		2.0737088	
SNHG20		2.073485	
NLRC5		2.0734446	
BCCIP		2.072502	
COL18A1		2.0715268	
FAM166B		2.0707915	
ZNF266		2.068534	
SDAD1		2.0681438	
LOC283922		2.0647788	
PLXDC1		2.063833	
PCNT		2.0635948	
ZNF565		2.0619028	
ZNF439		2.060187	
LPIN3		2.0595894	
SRGAP2		2.0591147	
EGFL8		2.0574956	
USP20		2.0567822	
EXOG		2.054296	
ZNF362		2.0541615	
NISCH		2.049126	
HECTD2		2.049123	
KRIT1		2.0488842	
CHKA		2.046837	
MAPKBP1		2.0415454	
ABHD16A		2.039919	
LAT		2.0393765	
FAM20A		2.0373268	
EML4		2.0360835	
DDX42		2.0356581	
THTPA		2.035133	
ZNF512B		2.0307634	
ZNF841		2.0285172	
NSUN5P2		2.0282855	
MRPL43		2.0248327	
MTA1		2.0212266	
SP140		2.0187705	
LOC613037		2.0176291	
DHFR		2.014309	
KIAA0319L		2.013126	
SYCP2		2.011157	
IKBKG		2.0099294	
URGCP		2.0040882	
HOOK2		2.0034165	
LIG4		2.0027554	
RCBTB2		1.9995404	
FBXO3		1.9994918	
TMX3		1.997551	
C12orf75		1.9967927	
ACSS1		1.9955701	
BSCL2		1.9952961	
GIMAP8		1.9940006	
STK25		1.9924656	
MGRN1		1.9902927	
LCAT		1.9868319	
RING1		1.9846092	
FLCN		1.9833095	
HCN3		1.9828836	
WRAP73		1.9813251	
SYMPK		1.9806914	
PDXDC2P		1.979228	
CD40		1.9781986	
SLCO2B1		1.978121	
RASGRP4		1.9779611	
F8A1		1.9777688	
NPIPA5		1.9757949	
NOL4L		1.9752103	
MBD4		1.9746773	
USP4		1.9744476	
REEP3		1.9725077	
PISD		1.9712627	
CUL7		1.9704481	
RNF123		1.9703112	
LOC646471		1.970035	
KANK2		1.969071	
FAM134C		1.967721	
MEGF8		1.9644926	
REEP4		1.9624233	
LRRC14		1.9621876	
ZNF7		1.9620976	
ZNF197		1.9620082	
TECPR1		1.9606181	
MAN2C1		1.9597492	
TIMM10B		1.959393	
KLF3-AS1		1.9578227	
EXOSC8		1.9571728	
EML3		1.956445	
GMPPA		1.9548179	
DCAF15		1.9538736	
ERCC5		1.9516073	
AGAP9		1.9504126	
ZSCAN18		1.9501777	
RGS14		1.949453	
ZNF346		1.9489485	
RSRP1		1.9489018	
ZNF133		1.9486815	
NDUFAF7		1.9471958	
TAZ		1.9448092	
MYLK		1.9440475	
ACAP3		1.94345	
EZH1		1.9399012	
ERCC3		1.9391569	
IFI6		1.9387443	
CEP131		1.9383297	
NPLOC4		1.9380561	
ANKRD46		1.9375864	
DHX58		1.9372916	
ANKFY1		1.932834	
PRMT7		1.9307015	
GORASP1		1.9296405	
DNAJC24		1.9288579	
CDC25B		1.9280963	
FAM193B		1.9238939	
FCGR3B		1.9233056	
ZNF818P		1.9214011	
RBM41		1.917381	
SETDB1		1.9159383	
GUSBP4		1.9140242	
COLGALT1		1.9137499	
EWSR1		1.909174	
LHX4-AS1		1.903996	
MRPS35		1.9029136	
TCERG1		1.9014096	
FAM157A		1.9008112	
PASK		1.9007505	
ACTA2		1.8977233	
HAUS5		1.896616	
CCDC84		1.895368	
PIGC		1.8931775	
MCM8		1.8885529	
C17orf89		1.8883201	
SMPD4		1.8864667	
LOC388692		1.8857317	
ZNF341		1.8857006	
EPOR		1.8853352	
IBTK		1.8846229	
C12orf4		1.8835459	
C1orf123		1.8802217	
CMKLR1		1.877279	
EDA2R		1.8698148	
STX18		1.8675998	
HMHA1		1.8674377	
PALD1		1.8659467	
HEMK1		1.8654165	
ZBTB17		1.8652788	
SLC24A4		1.865083	
RAB3IL1		1.8646662	
PDDC1		1.8616254	
PIGF		1.8597965	
ZNF253		1.8579273	
ZNF507		1.8564737	
ZBTB46		1.8562287	
TNFAIP8L2-SCNM1		1.8520931	
ENTPD6		1.8481661	
GSDMB		1.8479224	
PPP1R12B		1.8473747	
EBI3		1.8463573	
CELF1		1.844252	
PAN2		1.8420906	
MITD1		1.8406422	
IFT80		1.838013	
MFF		1.8377408	
ZNF518B		1.8359643	
CROCC		1.8359456	
NEMF		1.8345412	
STK38		1.8344508	
SLC35E2		1.833542	
STARD3		1.833126	
RRBP1		1.832467	
SPATA6		1.8284258	
FAM160A2		1.8260422	
PIGO		1.8251616	
MORC2		1.8237587	
KGFLP2		1.8227222	
HDAC6		1.8224701	
SYVN1		1.8194715	
MARCH1		1.8191054	
ARHGAP33		1.8189857	
RHBDF2		1.8165003	
TMEM8A		1.8156472	
PPIB		1.8151006	
CROCCP3		1.8139262	
FADS2		1.8132784	
APOL2		1.8132713	
CHMP6		1.8115183	
FAM192A		1.810978	
GDPD3		1.8092608	
IFI44L		1.8081399	
UBAC1		1.8073646	
MRPL42		1.806595	
NTAN1		1.8055731	
CAPN10-AS1		1.8050236	
ZNF146		1.8037941	
MAPK8IP3		1.8034236	
PAPLN		1.8030592	
ZSCAN30		1.8012785	
PSMC4		1.8008214	
CPSF1		1.7990942	
GIMAP1		1.7987154	
NBEAL2		1.7969084	
FCGR1B		1.7934641	
SNAPC3		1.7934458	
TRAM2		1.7932184	
RASAL3		1.7930355	
F13A1		1.790366	
LRRC8D		1.7903478	
ZNF182		1.7874795	
RBM25		1.7868066	
COPS5		1.7850475	
ZNF770		1.7847291	
FAM188A		1.7818996	
DNAJC10		1.7818031	
GAS6		1.7793175	
TCHP		1.7768979	
ZNF260		1.7767593	
ZNF264		1.7766042	
KRCC1		1.7764287	
N4BP2L2		1.7763127	
CTDSP1		1.7754228	
CEP164		1.7753206	
FADS1		1.7752256	
UQCR10		1.7731867	
TM2D3		1.7718692	
IL11RA		1.7717588	
POFUT2		1.7698052	
TBC1D13		1.769066	
NMI		1.7687287	
KCNE3		1.7678266	
EIF4ENIF1		1.7644943	
ZNF655		1.763194	
CAMTA2		1.7592552	
GRIPAP1		1.7584922	
LOC401320		1.75837	
USE1		1.7576184	
SDR39U1		1.757042	
ENO2		1.756407	
ADGRG1		1.7558383	
POLR3K		1.7555516	
IFI44		1.7550429	
MROH1		1.7548386	
DFFB		1.7529348	
RASA4		1.752626	
SH3RF3		1.7506429	
CLK4		1.7504202	
PDE1B		1.7499003	
TRMT10B		1.7493207	
CWC15		1.7477791	
TMEM147-AS1		1.7467462	
LTBR		1.7424301	
ADCY4		1.7418003	
CDRT4		1.7416503	
RPS6KL1		1.741503	
CHEK2		1.7401472	
DENND3		1.7380825	
CDAN1		1.7358483	
DNAJA3		1.7339776	
CCDC50		1.7324446	
TEX264		1.7321165	
PSMD6-AS2		1.7281421	
AOC3		1.7267758	
TMC8		1.7262808	
TRIM27		1.7252138	
VPS52		1.7228853	
FNBP1		1.7225562	
ZNF513		1.7206595	
TIMELESS		1.7194566	
QRSL1		1.7191535	
ATHL1		1.7179459	
ACADVL		1.7176193	
STAT6		1.7172141	
ALG13		1.7157681	
PACS2		1.7152098	
PI4KAP1		1.7149199	
DGUOK		1.7138671	
DPH7		1.7135153	
CD209		1.7122804	
TMEM163		1.7122099	
PFAS		1.7079982	
OLFML2B		1.7067976	
PARP16		1.705884	
DDX11		1.7047299	
LYSMD4		1.7037426	
GIMAP6		1.7033908	
DIS3L2		1.7030452	
PAK1IP1		1.7029772	
UBE2J2		1.7026585	
CECR2		1.7016529	
CCDC136		1.7006513	
CRELD1		1.7000456	
WASH2P		1.6974508	
ZNF678		1.6950833	
TRIM5		1.6944629	
SLC26A6		1.6934767	
TJAP1		1.6920735	
FAM219A		1.6906425	
RFXANK		1.690382	
LOC642846		1.6857513	
DPP9		1.685527	
C1QA		1.6844512	
MTMR4		1.6843528	
NPEPL1		1.6839834	
ZFPL1		1.681324	
ZNF737		1.679109	
LYRM7		1.6783543	
CLASRP		1.6700677	
SMPD1		1.6685416	
CES4A		1.6656438	
PTPN6		1.6656271	
ABCF3		1.664867	
TTC31		1.6627501	
PHF12		1.6622616	
FANCA		1.6621841	
TTF2		1.6614758	
ZNF26		1.6608205	
CDK3		1.6602759	
TMEM209		1.6599643	
NDUFA2		1.659423	
SARM1		1.6581047	
FPR2		1.6579983	
SLC26A1		1.6569245	
ALG3		1.652982	
ZNF236		1.6523753	
ANP32A		1.6523606	
POLM		1.6523165	
PHF11		1.6514351	
SRA1		1.6509758	
SLC12A4		1.6507112	
ADPGK		1.6503923	
PARP12		1.650081	
LEPROTL1		1.6489506	
GTF2IRD2		1.6465145	
HAMP		1.6441685	
TIAL1		1.6429148	
MMS19		1.6426269	
AGAP5		1.6426142	
GSS		1.640172	
WASH1		1.6400793	
ZMAT1		1.6376867	
UBXN11		1.6371574	
CIRBP		1.6368699	
SLC37A4		1.636054	
NUDT18		1.6352386	
SLC8B1		1.6322057	
AARS2		1.6319212	
TLN2		1.6318151	
NPIPB4		1.6316415	
PSD4		1.6278578	
RRN3P1		1.6260756	
ADGRG3		1.6260513	
CUL9		1.625317	
P2RY11		1.6232963	
PPIP5K1		1.6204768	
PRAM1		1.6194984	
KCTD13		1.6189132	
MBD3		1.6185049	
ZNF879		1.6183549	
CDK9		1.6179296	
HBB		1.617855	
ARPC1A		1.6175421	
TRABD		1.6163557	
WDR59		1.6162485	
ARID3B		1.6162333	
PDE5A		1.6162033	
RNF181		1.6157297	
LYZ		1.6149807	
LIPT1		1.6146028	
TMEM50B		1.6138082	
STRIP1		1.6108907	
TEFM		1.6101384	
MICU3		1.6095009	
PTOV1-AS2		1.6082612	
ZNF528		1.60825	
MSANTD2		1.6069188	
MARCH9		1.6057074	
GNL3L		1.6042285	
EXOC1		1.603695	
PLAC8		1.601698	
REC8		1.6011422	
LRP6		1.6010432	
PRDM15		1.6002073	
TEKT4P2		1.5995412	
YTHDF1		1.5989804	
CNTNAP2		1.5988822	
ZSWIM8		1.5987566	
STRN4		1.5970012	
PWP2		1.5969765	
COX19		1.5965	
CYHR1		1.5958076	
LRRC25		1.5956851	
TARDBP		1.5946001	
LSM8		1.5939422	
PSTPIP2		1.5937566	
GALT		1.5906506	
ARHGEF3		1.5900321	
STAMBPL1		1.5892042	
SLC25A25-AS1		1.5848063	
RNF44		1.583502	
TNFRSF11A		1.5826592	
CAPN3		1.5816401	
BATF3		1.5811908	
MAPKAPK5-AS1		1.5801891	
MXD3		1.5772898	
PDCD11		1.5768694	
CCS		1.5756799	
C3orf70		1.575059	
HECTD4		1.5745697	
PLSCR3		1.5742067	
TNK2		1.5740474	
ZNF595		1.5738385	
R3HDM4		1.5725391	
GTF2H2B		1.5709602	
