NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ACETYL-COA METABOLIC PROCESS%GOBP%GO:0006084	ACETYL-COA METABOLIC PROCESS%GOBP%GO:0006084		18	0.4901883	1.318569	0.10714286	1.0	1.0	2020	tags=39%, list=18%, signal=47%	
NEGATIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060761	NEGATIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060761		47	0.40398508	1.3157426	0.08078603	1.0	1.0	1226	tags=21%, list=11%, signal=24%	
PID_RAC1_REG_PATHWAY%MSIGDB_C2%PID_RAC1_REG_PATHWAY	PID_RAC1_REG_PATHWAY%MSIGDB_C2%PID_RAC1_REG_PATHWAY		18	0.49724022	1.3119859	0.13163482	1.0	1.0	3083	tags=50%, list=27%, signal=69%	
HISTONE H4-K8 ACETYLATION%GOBP%GO:0043982	HISTONE H4-K8 ACETYLATION%GOBP%GO:0043982		15	0.5077433	1.303999	0.14012739	1.0	1.0	1690	tags=33%, list=15%, signal=39%	
ATP BIOSYNTHETIC PROCESS%GOBP%GO:0006754	ATP BIOSYNTHETIC PROCESS%GOBP%GO:0006754		47	0.4021497	1.3020097	0.09669811	1.0	1.0	2485	tags=26%, list=22%, signal=33%	
MITOCHONDRIAL TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 83%5368286	MITOCHONDRIAL TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 83%5368286		84	0.35890713	1.3015895	0.052256532	1.0	1.0	2661	tags=29%, list=23%, signal=37%	
DISEASES ASSOCIATED WITH THE TLR SIGNALING CASCADE%REACTOME%R-HSA-5602358.2	DISEASES ASSOCIATED WITH THE TLR SIGNALING CASCADE%REACTOME%R-HSA-5602358.2		27	0.45197427	1.2992742	0.112941176	1.0	1.0	716	tags=30%, list=6%, signal=32%	
PYRIMIDINE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0072529	PYRIMIDINE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0072529		21	0.47204012	1.2976619	0.15437788	1.0	1.0	1781	tags=29%, list=16%, signal=34%	
MONOSACCHARIDE CATABOLIC PROCESS%GOBP%GO:0046365	MONOSACCHARIDE CATABOLIC PROCESS%GOBP%GO:0046365		25	0.4520632	1.2962233	0.12559241	1.0	1.0	3286	tags=44%, list=29%, signal=62%	
RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009201	RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009201		54	0.38601896	1.2940254	0.07259953	1.0	1.0	2485	tags=26%, list=22%, signal=33%	
RESPONSE TO PURINE-CONTAINING COMPOUND%GOBP%GO:0014074	RESPONSE TO PURINE-CONTAINING COMPOUND%GOBP%GO:0014074		44	0.3988514	1.2922941	0.09324009	1.0	1.0	1025	tags=20%, list=9%, signal=22%	
CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0070588	CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0070588		65	0.3725835	1.2912405	0.069767445	1.0	1.0	1921	tags=31%, list=17%, signal=37%	
PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206	PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206		49	0.3883357	1.29098	0.08430913	1.0	1.0	2485	tags=24%, list=22%, signal=31%	
BILE ACID METABOLIC PROCESS%GOBP%GO:0008206	BILE ACID METABOLIC PROCESS%GOBP%GO:0008206		17	0.500869	1.2883166	0.16589862	1.0	1.0	2745	tags=47%, list=24%, signal=62%	
RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456	RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456		23	0.45461893	1.2875144	0.15470852	1.0	1.0	3448	tags=61%, list=30%, signal=87%	
PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0032527	PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0032527		24	0.45571804	1.2871305	0.13544019	1.0	1.0	2831	tags=46%, list=25%, signal=61%	
DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009264	DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009264		16	0.4964548	1.2858269	0.15873016	1.0	1.0	1781	tags=38%, list=16%, signal=44%	
MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:0006120	MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:0006120		34	0.4183725	1.2843692	0.104166664	1.0	1.0	3081	tags=35%, list=27%, signal=48%	
